,sig_e,sig_s,sig_u,sig_eps,rho,tau,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd
run_00000797,0.7071067811865476,24.13296500639737,8.660254037844387,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,797,5.000000000000736,4.999999999999264,0.0,0.0,29940.071448661885,29940.071448661885,5.000000000000834,4.999999999999166,9.769962616701378e-14,9.769962616701378e-14,0.0,0.0,1.0732037480920553e-09,1.0732037480920553e-09,0.0,0.0,1.6679990721968352e-12,0.0,1.6679990721968352e-12,0.0,0.0,0.0
run_00000798,0.7071067811865476,24.13296500639737,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,798,5.0000000000007345,4.9999999999992655,0.0,0.0,29934.95479965416,29934.95479965416,5.0000000000008225,4.9999999999991775,8.615330671091215e-14,8.615330671091215e-14,0.0,0.0,1.3169483281672e-09,1.3169483281672e-09,1.7763568394002505e-15,1.7763568394002505e-15,1.6413537196058314e-12,0.0,1.6413537196058314e-12,0.0,0.0,0.0
run_00000799,0.7071067811865476,24.13296500639737,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,799,5.000000000000734,4.999999999999266,0.0,0.0,29930.09641208698,29930.09641208698,5.000000000000809,4.999999999999191,7.549516567451064e-14,7.549516567451064e-14,0.0,0.0,1.0550138540565968e-09,1.0550138540565968e-09,0.0,0.0,1.6182610806936282e-12,0.0,1.6182610806936282e-12,0.0,0.0,0.0
run_00000800,0.7071067811865476,24.758836806279895,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,800,7.577915632169724,2.4220843678298687,0.0,0.0,76792.73147431994,76792.7314743134,7.577915632170003,2.4220843678299384,2.788880237858393e-13,6.927791673660977e-14,0.0,0.0,2.168235369026661e-09,4.16184775531292e-09,8.881784197001252e-16,4.440892098500626e-16,5.155831264340065,0.0,5.155831264340065,0.0,0.0,0.0
run_00000801,0.7071067811865476,24.758836806279895,1.7320508075688772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,801,8.19926371677149,1.800736283228034,0.0,0.0,58412.04969758201,58412.04969758141,8.199263716771727,1.8007362832279614,2.3803181647963356e-13,7.283063041541027e-14,0.0,0.0,2.1755113266408443e-09,1.6661942936480045e-09,1.7763568394002505e-15,2.220446049250313e-16,6.398527433543767,0.0,6.398527433543767,8.881784197001252e-16,8.881784197001252e-16,0.0
run_00000802,0.7071067811865476,24.758836806279895,2.23606797749979,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,802,8.54152347326089,1.4584765267387723,0.0,0.0,52033.25597690407,52033.25597690142,8.541523473260836,1.4584765267387878,5.3290705182007514e-14,1.509903313490213e-14,0.0,0.0,2.6921043172478676e-10,1.3969838619232178e-09,0.0,4.440892098500626e-16,7.083046946522047,0.0,7.083046946522047,2.6645352591003757e-15,2.6645352591003757e-15,0.0
run_00000803,0.7071067811865476,24.758836806279895,2.6457513110645907,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,803,8.736583170335933,1.263416829663129,0.0,0.0,47943.76113024232,47943.76113023936,8.736583170336413,1.263416829663129,4.813927034774679e-13,2.220446049250313e-16,0.0,0.0,1.6661942936480045e-09,7.34871719032526e-10,1.7763568394002505e-15,2.220446049250313e-16,7.473166340673287,0.0,7.473166340673287,8.881784197001252e-16,8.881784197001252e-16,0.0
run_00000804,0.7071067811865476,24.758836806279895,3.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,804,8.832918333438611,1.167081666561179,0.0,0.0,44833.53305776524,44833.5330577641,8.832918333438256,1.1670816665611838,3.552713678800501e-13,4.6629367034256575e-15,0.0,0.0,1.0331859812140465e-09,5.675246939063072e-10,0.0,2.220446049250313e-16,7.66583666687707,0.0,7.66583666687707,2.6645352591003757e-15,2.6645352591003757e-15,0.0
run_00000805,0.7071067811865476,24.758836806279895,3.3166247903554,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,805,8.853937152868129,1.1460628471308676,0.0,0.0,42296.86722429068,42296.86722428644,8.8539371528685,1.1460628471308387,3.7481129311345285e-13,2.90878432451791e-14,0.0,0.0,7.566995918750763e-10,1.4551915228366852e-11,3.552713678800501e-15,2.220446049250313e-16,7.707874305737662,0.0,7.707874305737662,2.6645352591003757e-15,2.6645352591003757e-15,0.0
run_00000806,0.7071067811865476,24.758836806279895,3.605551275463989,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,806,8.812247864827668,1.1877521351713902,0.0,0.0,40155.69053865823,40155.69053865101,8.812247864827786,1.1877521351714115,1.1901590823981678e-13,2.1760371282653068e-14,0.0,0.0,1.367880031466484e-09,1.2005330063402653e-09,1.7763568394002505e-15,4.440892098500626e-16,7.624495729656374,0.0,7.624495729656374,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00000807,0.7071067811865476,24.758836806279895,3.872983346207417,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,807,8.714590419307777,1.2854095806910693,0.0,0.0,38313.75905921902,38313.75905921178,8.714590419307935,1.2854095806910926,1.5631940186722204e-13,2.3314683517128287e-14,0.0,0.0,1.3969838619232178e-09,3.055902197957039e-10,1.7763568394002505e-15,0.0,7.429180838616843,0.0,7.429180838616843,2.6645352591003757e-15,2.6645352591003757e-15,0.0
run_00000808,0.7071067811865476,24.758836806279895,4.123105625617661,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,808,8.563734584976793,1.4362654150222631,0.0,0.0,36711.22562610286,36711.22562609573,8.56373458497653,1.436265415022272,2.6290081223123707e-13,8.659739592076221e-15,0.0,0.0,5.820766091346741e-11,1.1059455573558807e-09,0.0,2.220446049250313e-16,7.1274691699542565,0.0,7.1274691699542565,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00000809,0.7071067811865476,24.758836806279895,4.358898943540674,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,809,8.358980944093185,1.6410190559049693,0.0,0.0,35307.001574823575,35307.0015748139,8.358980944093478,1.6410190559049955,2.948752353404416e-13,2.6423307986078726e-14,0.0,0.0,9.240466170012951e-10,1.0986695997416973e-09,1.7763568394002505e-15,2.220446049250313e-16,6.7179618881884835,0.0,6.7179618881884835,0.0,0.0,0.0
run_00000810,0.7071067811865476,24.758836806279895,4.58257569495584,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,810,8.095580695380358,1.9044193046178168,0.0,0.0,34070.80331014648,34070.803310126495,8.095580695380237,1.9044193046177573,1.1901590823981678e-13,5.972999872483342e-14,0.0,0.0,1.6152625903487206e-09,1.0695657692849636e-09,1.7763568394002505e-15,2.220446049250313e-16,6.191161390762483,0.0,6.191161390762483,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00000811,0.7071067811865476,24.758836806279895,4.795831523312719,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,811,7.762507979261477,2.237492020737983,0.0,0.0,32979.147049881154,32979.147049874075,7.7625079792613825,2.2374920207379594,9.769962616701378e-14,2.4424906541753444e-14,0.0,0.0,7.34871719032526e-10,1.4551915228366852e-11,3.552713678800501e-15,8.881784197001252e-16,5.52501595852342,0.0,5.52501595852342,0.0,0.0,0.0
run_00000812,0.7071067811865476,24.758836806279895,5.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,812,7.335969323000666,2.664030676999327,0.0,0.0,32013.14875219348,32013.148752193436,7.335969323000669,2.664030676999327,3.5140936441233485e-11,3.514159735581503e-11,0.0,0.0,4.5398144900172545e-08,4.53908149807285e-08,3.514093623487359e-11,3.514159735581503e-11,4.671938646001341,0.0,4.671938646001341,7.028254930271678e-11,7.028254930271678e-11,0.0
run_00000813,0.7071067811865476,24.758836806279895,5.196152422706632,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,813,6.755700730984532,3.244299269015426,0.0,0.0,31157.192972145316,31157.19297214474,6.755700730984541,3.2442992690154258,2.7495416803050387e-06,2.7495416795933896e-06,0.0,0.0,0.0025417673582590664,0.0025417673596699612,2.7495416803050383e-06,2.74954167959339e-06,3.5114014619691156,0.0,3.5114014619691156,5.499083359898428e-06,5.499083359898428e-06,0.0
run_00000814,0.7071067811865476,24.758836806279895,5.385164807134504,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,814,5.581236055980706,4.418763944019304,0.0,0.0,30349.81777908769,30349.81777908769,5.5812360559807015,4.4187639440192985,0.0013208413796465049,0.0013208413796465055,0.0,0.0,0.3880262545109001,0.3880262545109001,0.0013208413796465049,0.0013208413796465049,1.1624721119614037,0.0,1.1624721119614037,0.0026416827592930098,0.0026416827592930098,0.0
run_00000815,0.7071067811865476,24.758836806279895,5.5677643628300215,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,815,5.005188387392573,4.994811612607427,0.0,0.0,30231.422886158514,30231.422886158514,5.005188387392569,4.994811612607431,0.00012210238575063233,0.00012210238575063233,0.0,0.0,0.00028384366280180784,0.00028384366280180784,0.00012210238575063233,0.00012210238575063233,0.010376774785136036,0.0,0.010376774785136036,0.0002442047715012647,0.0002442047715012647,0.0
run_00000816,0.7071067811865476,24.758836806279895,5.744562646538029,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,816,5.000057609135311,4.999942390864689,0.0,0.0,30202.775051704262,30202.775051704262,5.000057609135314,4.999942390864686,2.8704997462538185e-06,2.8704997462538185e-06,0.0,0.0,6.497941957211138e-08,6.497941957211138e-08,2.870499746253813e-06,2.870499746253813e-06,0.00011521827062521139,0.0,0.00011521827062521139,5.740999492507626e-06,5.740999492507626e-06,0.0
run_00000817,0.7071067811865476,24.758836806279895,5.916079783099616,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,817,5.000001047946525,4.999998952053475,0.0,0.0,30177.383894777136,30177.383894777136,5.0000010479465296,4.9999989520534704,7.669220199701445e-08,7.669220199701445e-08,0.0,0.0,7.980793863973589e-10,7.980793863973589e-10,7.669220199701426e-08,7.669220199701426e-08,2.09589305950095e-06,0.0,2.09589305950095e-06,1.5338440399402853e-07,1.5338440399402853e-07,0.0
run_00000818,0.7071067811865476,24.758836806279895,6.082762530298219,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,818,5.000000029033605,4.999999970966395,0.0,0.0,30154.719690382066,30154.719690382066,5.0000000290336075,4.9999999709663925,2.7309515015098325e-09,2.7309515015098325e-09,0.0,0.0,7.821654435247183e-10,7.821654435247183e-10,2.7309515015088457e-09,2.7309515015088457e-09,5.806721449870031e-08,0.0,5.806721449870031e-08,5.461903003017665e-09,5.461903003017665e-09,0.0
run_00000819,0.7071067811865476,24.758836806279895,6.244997998398398,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,819,5.000000001151075,4.999999998848925,0.0,0.0,30134.365506699225,30134.365506699225,5.0000000011510775,4.9999999988489225,1.2987842081312432e-10,1.2987842081312432e-10,0.0,0.0,8.731149137020111e-10,8.731149137020111e-10,1.2987842079726822e-10,1.2987842079726822e-10,2.3021537923730274e-09,0.0,2.3021537923730274e-09,2.5975684159212713e-10,2.5975684159212713e-10,0.0
run_00000820,0.7071067811865476,24.758836806279895,6.4031242374328485,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,820,5.0000000000620615,4.9999999999379385,0.0,0.0,30115.985288150485,30115.985288150485,5.000000000062068,4.999999999937932,8.05349280923051e-12,8.05349280923051e-12,0.0,0.0,6.330083124339581e-10,6.330083124339581e-10,8.053490354509466e-12,8.053490354509466e-12,1.2413551083060527e-10,0.0,1.2413551083060527e-10,1.610698070839141e-11,1.610698070839141e-11,0.0
run_00000821,0.7071067811865476,24.758836806279895,6.557438524302,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,821,5.000000000004515,4.999999999995485,0.0,0.0,30099.305151015098,30099.305151015098,5.000000000004515,4.999999999995485,5.190313784132746e-13,5.190313784132746e-13,0.0,0.0,9.022187441587448e-10,9.022187441587448e-10,5.190313784132746e-13,5.190313784132746e-13,9.029683009868896e-12,0.0,9.029683009868896e-12,1.0380626543756043e-12,1.0380626543756043e-12,0.0
run_00000822,0.7071067811865476,24.758836806279895,6.708203932499369,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,822,5.000000000001773,4.999999999998227,0.0,0.0,30084.099641001147,30084.099641001147,5.000000000001604,4.999999999998396,1.6786572132332367e-13,1.6786572132332367e-13,0.0,0.0,5.275069270282984e-10,5.275069270282984e-10,8.881784197001252e-16,8.881784197001252e-16,3.2098768087962526e-12,0.0,3.2098768087962526e-12,0.0,0.0,0.0
run_00000823,0.7071067811865476,24.758836806279895,6.855654600401044,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,823,5.000000000001667,4.999999999998333,0.0,0.0,30070.181481734435,30070.181481734435,5.000000000001483,4.999999999998517,1.829647544582258e-13,1.829647544582258e-13,0.0,0.0,1.255102688446641e-09,1.255102688446641e-09,8.881784197001252e-16,8.881784197001252e-16,2.9682922786378185e-12,0.0,2.9682922786378185e-12,0.0,0.0,0.0
run_00000824,0.7071067811865476,24.758836806279895,7.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,824,5.000000000001633,4.999999999998367,0.0,0.0,30057.393821587593,30057.393821587593,5.000000000001388,4.999999999998612,2.4513724383723456e-13,2.4513724383723456e-13,0.0,0.0,1.4042598195374012e-09,1.4042598195374012e-09,0.0,0.0,2.7764457399825915e-12,0.0,2.7764457399825915e-12,0.0,0.0,0.0
run_00000825,0.7071067811865476,24.758836806279895,7.14142842854285,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,825,5.000000000001257,4.999999999998743,0.0,0.0,30045.604296198388,30045.604296198388,5.000000000001309,4.999999999998691,5.3290705182007514e-14,5.3290705182007514e-14,0.0,0.0,6.548361852765083e-10,6.548361852765083e-10,8.881784197001252e-16,8.881784197001252e-16,2.6201263381153694e-12,0.0,2.6201263381153694e-12,0.0,0.0,0.0
run_00000826,0.7071067811865476,24.758836806279895,7.280109889280518,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,826,5.000000000001225,4.999999999998775,0.0,0.0,30034.70042928295,30034.70042928295,5.000000000001245,4.999999999998755,2.042810365310288e-14,2.042810365310288e-14,0.0,0.0,7.203198038041592e-10,7.203198038041592e-10,0.0,0.0,2.490452288839151e-12,0.0,2.490452288839151e-12,0.0,0.0,0.0
run_00000827,0.7071067811865476,24.758836806279895,7.416198487095663,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,827,5.000000000001217,4.999999999998783,0.0,0.0,30024.586032487485,30024.586032487485,5.000000000001192,4.999999999998808,2.6645352591003757e-14,2.6645352591003757e-14,0.0,0.0,3.4924596548080444e-10,3.4924596548080444e-10,1.7763568394002505e-15,1.7763568394002505e-15,2.3803181647963356e-12,0.0,2.3803181647963356e-12,0.0,0.0,0.0
run_00000828,0.7071067811865476,24.758836806279895,7.54983443527075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,828,5.000000000001214,4.999999999998786,0.0,0.0,30015.1783599927,30015.1783599927,5.000000000001143,4.999999999998857,7.016609515630989e-14,7.016609515630989e-14,0.0,0.0,4.0745362639427185e-10,4.0745362639427185e-10,8.881784197001252e-16,8.881784197001252e-16,2.2879476091475226e-12,0.0,2.2879476091475226e-12,0.0,0.0,0.0
run_00000829,0.7071067811865476,24.758836806279895,7.681145747868608,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,829,5.000000000001118,4.999999999998882,0.0,0.0,30006.405839459672,30006.405839459672,5.000000000001103,4.999999999998897,1.509903313490213e-14,1.509903313490213e-14,0.0,0.0,3.7834979593753815e-10,3.7834979593753815e-10,0.0,0.0,2.206235194535111e-12,0.0,2.206235194535111e-12,0.0,0.0,0.0
run_00000830,0.7071067811865476,24.758836806279895,7.810249675906654,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,830,5.000000000001111,4.999999999998889,0.0,0.0,29998.206247603797,29998.206247603797,5.000000000001068,4.999999999998932,4.3520742565306136e-14,4.3520742565306136e-14,0.0,0.0,5.20230969414115e-10,5.20230969414115e-10,0.0,0.0,2.135180920959101e-12,0.0,2.135180920959101e-12,0.0,0.0,0.0
run_00000831,0.7071067811865476,24.758836806279895,7.937253933193772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,831,5.0000000000011084,4.9999999999988916,0.0,0.0,29990.525231922136,29990.525231922136,5.000000000001036,4.999999999998964,7.194245199571014e-14,7.194245199571014e-14,0.0,0.0,8.585629984736443e-10,8.585629984736443e-10,8.881784197001252e-16,8.881784197001252e-16,2.0730084315800923e-12,0.0,2.0730084315800923e-12,0.0,0.0,0.0
run_00000832,0.7071067811865476,24.758836806279895,8.06225774829855,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,832,5.0000000000010845,4.9999999999989155,0.0,0.0,29983.315104343128,29983.315104343128,5.000000000001008,4.999999999998992,7.549516567451064e-14,7.549516567451064e-14,0.0,0.0,7.530616130679846e-10,7.530616130679846e-10,8.881784197001252e-16,8.881784197001252e-16,2.0179413695586845e-12,0.0,2.0179413695586845e-12,0.0,0.0,0.0
run_00000833,0.7071067811865476,24.758836806279895,8.18535277187245,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,833,5.000000000001083,4.999999999998917,0.0,0.0,29976.53385013355,29976.53385013355,5.000000000000982,4.999999999999018,9.85878045867139e-14,9.85878045867139e-14,0.0,0.0,7.203198038041592e-10,7.203198038041592e-10,1.7763568394002505e-15,1.7763568394002505e-15,1.9682033780554775e-12,0.0,1.9682033780554775e-12,0.0,0.0,0.0
run_00000834,0.7071067811865476,24.758836806279895,8.306623862918075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,834,5.0000000000010765,4.9999999999989235,0.0,0.0,29970.14430858198,29970.14430858198,5.000000000000961,4.999999999999039,1.1457501614131615e-13,1.1457501614131615e-13,0.0,0.0,3.965396899729967e-10,3.965396899729967e-10,8.881784197001252e-16,8.881784197001252e-16,1.9237944570704713e-12,0.0,1.9237944570704713e-12,0.0,0.0,0.0
run_00000835,0.7071067811865476,24.758836806279895,8.426149773176359,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,835,5.000000000001076,4.999999999998924,0.0,0.0,29964.11349167675,29964.11349167675,5.00000000000094,4.99999999999906,1.341149413747189e-13,1.341149413747189e-13,0.0,0.0,1.0550138540565968e-10,1.0550138540565968e-10,1.7763568394002505e-15,1.7763568394002505e-15,1.8829382497642655e-12,0.0,1.8829382497642655e-12,0.0,0.0,0.0
run_00000836,0.7071067811865476,24.758836806279895,8.54400374531753,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,836,5.000000000001074,4.999999999998926,0.0,0.0,29958.412014411588,29958.412014411588,5.000000000000925,4.999999999999075,1.5010215292932116e-13,1.5010215292932116e-13,0.0,0.0,8.949427865445614e-10,8.949427865445614e-10,8.881784197001252e-16,8.881784197001252e-16,1.8474111129762605e-12,0.0,1.8474111129762605e-12,0.0,0.0,0.0
run_00000837,0.7071067811865476,24.758836806279895,8.660254037844387,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,837,5.000000000000745,4.999999999999255,0.0,0.0,29953.013615951073,29953.013615951073,5.000000000000908,4.999999999999092,1.616484723854228e-13,1.616484723854228e-13,0.0,0.0,7.166818249970675e-10,7.166818249970675e-10,8.881784197001252e-16,8.881784197001252e-16,1.8136603330276557e-12,0.0,1.8136603330276557e-12,0.0,0.0,0.0
run_00000838,0.7071067811865476,24.758836806279895,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,838,5.000000000000744,4.999999999999256,0.0,0.0,29947.89475517563,29947.89475517563,5.0000000000008935,4.9999999999991065,1.474376176702208e-13,1.474376176702208e-13,0.0,0.0,5.093170329928398e-10,5.093170329928398e-10,1.7763568394002505e-15,1.7763568394002505e-15,1.7834622667578515e-12,0.0,1.7834622667578515e-12,0.0,0.0,0.0
run_00000839,0.7071067811865476,24.758836806279895,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,839,5.000000000000743,4.999999999999257,0.0,0.0,29943.034267477564,29943.034267477564,5.000000000000879,4.999999999999121,1.341149413747189e-13,1.341149413747189e-13,0.0,0.0,6.366462912410498e-10,6.366462912410498e-10,1.7763568394002505e-15,1.7763568394002505e-15,1.7550405573274475e-12,0.0,1.7550405573274475e-12,0.0,0.0,0.0
run_00000840,0.7071067811865476,25.369272752682527,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,840,7.598312011697606,2.401687988302545,0.0,0.0,77106.3521786363,77106.3521786363,7.5983120116973994,2.4016879883025446,2.0872192862952943e-13,4.440892098500626e-16,0.0,0.0,3.259629011154175e-09,3.0704541131854057e-09,1.7763568394002505e-15,0.0,5.196624023394852,0.0,5.196624023394852,8.881784197001252e-16,8.881784197001252e-16,0.0
