,sig_e,sig_s,sig_u,sig_eps,rho,tau,r,seed,sp1.A,sp2.A,sp1.B,sp2.B,sp1.a0,sp2.a0,sp1.b0,sp2.b0,sp1.n0,sp2.n0,sp1.kar,sp2.kar,sp1.Gaa,sp2.Gaa,sp1.Gbb,sp2.Gbb,sp1.grow,sp2.grow,sp1.plast,sp2.plast,runid,sp1.a,sp2.a,sp1.b,sp2.b,sp1.n,sp2.n,sp1.z,sp2.z,sp1.astd,sp2.astd,sp1.bstd,sp2.bstd,sp1.nstd,sp2.nstd,sp1.zstd,sp2.zstd,dela,delb,delz,delastd,delzstd,delbstd
run_00000297,0.7071067811865476,14.6696966567138,5.916079783099616,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,297,5.000000000000143,4.999999999999857,0.0,0.0,29718.639760137008,29718.639760137008,5.000000000000269,4.999999999999731,1.2612133559741778e-13,1.2612133559741778e-13,0.0,0.0,6.511982064694166e-10,6.511982064694166e-10,0.0,0.0,5.382361223382759e-13,0.0,5.382361223382759e-13,0.0,0.0,0.0
run_00000298,0.7071067811865476,14.6696966567138,6.082762530298219,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,298,5.000000000000143,4.999999999999857,0.0,0.0,29696.320087624597,29696.320087624597,5.000000000000264,4.999999999999736,1.2079226507921703e-13,1.2079226507921703e-13,0.0,0.0,9.567884262651205e-10,9.567884262651205e-10,0.0,0.0,5.275779813018744e-13,0.0,5.275779813018744e-13,0.0,0.0,0.0
run_00000299,0.7071067811865476,14.6696966567138,6.244997998398398,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,299,5.000000000000142,4.999999999999858,0.0,0.0,29676.275319839035,29676.275319839035,5.0000000000002585,4.9999999999997415,1.163513729807164e-13,1.163513729807164e-13,0.0,0.0,1.0986695997416973e-09,1.0986695997416973e-09,0.0,0.0,5.169198402654729e-13,0.0,5.169198402654729e-13,0.0,0.0,0.0
run_00000300,0.7071067811865476,14.6696966567138,6.4031242374328485,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,300,5.000000000000141,4.999999999999859,0.0,0.0,29658.17450978659,29658.17450978659,5.000000000000255,4.999999999999745,1.1368683772161603e-13,1.1368683772161603e-13,0.0,0.0,1.2114469427615404e-09,1.2114469427615404e-09,0.0,0.0,5.098144129078719e-13,0.0,5.098144129078719e-13,0.0,0.0,0.0
run_00000301,0.7071067811865476,14.6696966567138,6.557438524302,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,301,5.000000000000141,4.999999999999859,0.0,0.0,29641.747937211592,29641.747937211592,5.00000000000025,4.99999999999975,1.092459456231154e-13,1.092459456231154e-13,0.0,0.0,7.748894859105349e-10,7.748894859105349e-10,8.881784197001252e-16,8.881784197001252e-16,5.009326287108706e-13,0.0,5.009326287108706e-13,0.0,0.0,0.0
run_00000302,0.7071067811865476,14.6696966567138,6.708203932499369,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,302,5.000000000000141,4.999999999999859,0.0,0.0,29626.77357508453,29626.77357508453,5.000000000000248,4.999999999999752,1.056932319443149e-13,1.056932319443149e-13,0.0,0.0,1.6079866327345371e-09,1.6079866327345371e-09,8.881784197001252e-16,8.881784197001252e-16,4.938272013532696e-13,0.0,4.938272013532696e-13,0.0,0.0,0.0
run_00000303,0.7071067811865476,14.6696966567138,6.855654600401044,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,303,5.000000000000141,4.999999999999859,0.0,0.0,29613.06699393489,29613.06699393489,5.000000000000244,4.999999999999756,1.0302869668521453e-13,1.0302869668521453e-13,0.0,0.0,1.076841726899147e-09,1.076841726899147e-09,0.0,0.0,4.884981308350689e-13,0.0,4.884981308350689e-13,0.0,0.0,0.0
run_00000304,0.7071067811865476,14.6696966567138,7.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,304,5.00000000000014,4.99999999999986,0.0,0.0,29600.473726516764,29600.473726516764,5.0000000000002425,4.9999999999997575,1.0125233984581428e-13,1.0125233984581428e-13,0.0,0.0,8.039933163672686e-10,8.039933163672686e-10,8.881784197001252e-16,8.881784197001252e-16,4.831690603168681e-13,0.0,4.831690603168681e-13,0.0,0.0,0.0
run_00000305,0.7071067811865476,14.6696966567138,7.14142842854285,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,305,5.00000000000014,4.99999999999986,0.0,0.0,29588.86342062751,29588.86342062751,5.00000000000024,4.99999999999976,9.85878045867139e-14,9.85878045867139e-14,0.0,0.0,1.0222720447927713e-09,1.0222720447927713e-09,8.881784197001252e-16,8.881784197001252e-16,4.778399897986674e-13,0.0,4.778399897986674e-13,0.0,0.0,0.0
run_00000306,0.7071067811865476,14.6696966567138,7.280109889280518,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,306,5.00000000000014,4.99999999999986,0.0,0.0,29578.125309795167,29578.125309795167,5.000000000000236,4.999999999999764,9.681144774731365e-14,9.681144774731365e-14,0.0,0.0,2.3646862246096134e-10,2.3646862246096134e-10,8.881784197001252e-16,8.881784197001252e-16,4.742872761198669e-13,0.0,4.742872761198669e-13,0.0,0.0,0.0
run_00000307,0.7071067811865476,14.6696966567138,7.416198487095663,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,307,5.00000000000014,4.99999999999986,0.0,0.0,29568.164667887486,29568.164667887486,5.000000000000233,4.999999999999767,9.414691248821327e-14,9.414691248821327e-14,0.0,0.0,1.000444171950221e-09,1.000444171950221e-09,1.7763568394002505e-15,1.7763568394002505e-15,4.689582056016661e-13,0.0,4.689582056016661e-13,0.0,0.0,0.0
run_00000308,0.7071067811865476,14.6696966567138,7.54983443527075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,308,5.00000000000014,4.99999999999986,0.0,0.0,29558.900006944437,29558.900006944437,5.000000000000233,4.999999999999767,9.237055564881302e-14,9.237055564881302e-14,0.0,0.0,8.87666828930378e-10,8.87666828930378e-10,0.0,0.0,4.654054919228656e-13,0.0,4.654054919228656e-13,0.0,0.0,0.0
run_00000309,0.7071067811865476,14.6696966567138,7.681145747868608,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,309,5.00000000000014,4.99999999999986,0.0,0.0,29550.26084265061,29550.26084265061,5.000000000000229,4.999999999999771,9.059419880941277e-14,9.059419880941277e-14,0.0,0.0,1.1386873666197062e-09,1.1386873666197062e-09,1.7763568394002505e-15,1.7763568394002505e-15,4.618527782440651e-13,0.0,4.618527782440651e-13,0.0,0.0,0.0
run_00000310,0.7071067811865476,14.6696966567138,7.810249675906654,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,310,5.00000000000014,4.99999999999986,0.0,0.0,29542.185897603642,29542.185897603642,5.000000000000229,4.999999999999771,8.970602038971265e-14,8.970602038971265e-14,0.0,0.0,2.219167072325945e-10,2.219167072325945e-10,8.881784197001252e-16,8.881784197001252e-16,4.600764214046649e-13,0.0,4.600764214046649e-13,0.0,0.0,0.0
run_00000311,0.7071067811865476,14.6696966567138,7.937253933193772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,311,5.00000000000014,4.99999999999986,0.0,0.0,29534.621645554475,29534.621645554475,5.000000000000227,4.999999999999773,8.79296635503124e-14,8.79296635503124e-14,0.0,0.0,7.60337570682168e-10,7.60337570682168e-10,8.881784197001252e-16,8.881784197001252e-16,4.565237077258644e-13,0.0,4.565237077258644e-13,0.0,0.0,0.0
run_00000312,0.7071067811865476,14.6696966567138,8.06225774829855,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,312,5.000000000000046,4.999999999999954,0.0,0.0,29527.521123357517,29527.521123357517,5.000000000000226,4.999999999999774,1.8030021919912542e-13,1.8030021919912542e-13,0.0,0.0,6.475602276623249e-10,6.475602276623249e-10,8.881784197001252e-16,8.881784197001252e-16,4.5297099404706387e-13,0.0,4.5297099404706387e-13,0.0,0.0,0.0
run_00000313,0.7071067811865476,14.6696966567138,8.18535277187245,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,313,5.000000000000046,4.999999999999954,0.0,0.0,29520.84295497673,29520.84295497673,5.000000000000226,4.999999999999774,1.794120407794253e-13,1.794120407794253e-13,0.0,0.0,5.602487362921238e-10,5.602487362921238e-10,0.0,0.0,4.511946372076636e-13,0.0,4.511946372076636e-13,0.0,0.0,0.0
run_00000314,0.7071067811865476,14.6696966567138,8.306623862918075,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,314,5.000000000000046,4.999999999999954,0.0,0.0,29514.55054459731,29514.55054459731,5.000000000000226,4.999999999999774,1.7852386235972517e-13,1.7852386235972517e-13,0.0,0.0,4.43833414465189e-10,4.43833414465189e-10,8.881784197001252e-16,8.881784197001252e-16,4.4941828036826337e-13,0.0,4.4941828036826337e-13,0.0,0.0,0.0
run_00000315,0.7071067811865476,14.6696966567138,8.426149773176359,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,315,5.000000000000046,4.999999999999954,0.0,0.0,29508.611405680207,29508.611405680207,5.000000000000222,4.999999999999778,1.7674750552032492e-13,1.7674750552032492e-13,0.0,0.0,1.4770193956792355e-09,1.4770193956792355e-09,8.881784197001252e-16,8.881784197001252e-16,4.4586556668946287e-13,0.0,4.4586556668946287e-13,0.0,0.0,0.0
run_00000316,0.7071067811865476,14.6696966567138,8.54400374531753,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,316,5.000000000000046,4.999999999999954,0.0,0.0,29502.996599920527,29502.996599920527,5.000000000000222,4.999999999999778,1.758593271006248e-13,1.758593271006248e-13,0.0,0.0,9.49512468650937e-10,9.49512468650937e-10,0.0,0.0,4.440892098500626e-13,0.0,4.440892098500626e-13,0.0,0.0,0.0
run_00000317,0.7071067811865476,14.6696966567138,8.660254037844387,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,317,5.000000000000046,4.999999999999954,0.0,0.0,29497.680265686973,29497.680265686973,5.000000000000222,4.999999999999778,1.7497114868092467e-13,1.7497114868092467e-13,0.0,0.0,9.1313268058002e-10,9.1313268058002e-10,8.881784197001252e-16,8.881784197001252e-16,4.4231285301066237e-13,0.0,4.4231285301066237e-13,0.0,0.0,0.0
run_00000318,0.7071067811865476,14.6696966567138,8.774964387392123,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,318,5.000000000000046,4.999999999999954,0.0,0.0,29492.63921971778,29492.63921971778,5.000000000000222,4.999999999999778,1.7408297026122455e-13,1.7408297026122455e-13,0.0,0.0,3.892637323588133e-10,3.892637323588133e-10,1.7763568394002505e-15,1.7763568394002505e-15,4.405364961712621e-13,0.0,4.405364961712621e-13,0.0,0.0,0.0
run_00000319,0.7071067811865476,14.6696966567138,8.888194417315589,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,319,5.000000000000046,4.999999999999954,0.0,0.0,29487.852619148656,29487.852619148656,5.0000000000002185,4.9999999999997815,1.7319479184152442e-13,1.7319479184152442e-13,0.0,0.0,7.894414011389017e-10,7.894414011389017e-10,8.881784197001252e-16,8.881784197001252e-16,4.3876013933186186e-13,0.0,4.3876013933186186e-13,0.0,0.0,0.0
run_00000320,0.7071067811865476,15.678010077812809,1.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,320,7.1409960073142695,2.8590039926856794,0.0,0.0,68310.54729156572,68310.5472915657,7.1409960073144,2.859003992685565,1.3145040611561853e-13,1.1501910535116622e-13,0.0,0.0,2.5756889954209328e-09,2.35741026699543e-09,8.881784197001252e-16,4.440892098500626e-16,4.281992014628836,0.0,4.281992014628836,8.881784197001252e-16,8.881784197001252e-16,0.0
run_00000321,0.7071067811865476,15.678010077812809,1.7320508075688772,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,321,7.413855233307536,2.586144766692445,0.0,0.0,48386.513455112654,48386.51345511199,7.41385523330743,2.586144766692513,1.056932319443149e-13,6.794564910705958e-14,0.0,0.0,7.8580342233181e-10,1.0913936421275139e-09,0.0,0.0,4.827710466614916,0.0,4.827710466614916,8.881784197001252e-16,8.881784197001252e-16,0.0
run_00000322,0.7071067811865476,15.678010077812809,2.23606797749979,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,322,7.367970017523378,2.6320299824766074,0.0,0.0,40848.85152049822,40848.85152049508,7.367970017523205,2.632029982476709,1.7408297026122455e-13,1.0169642905566434e-13,0.0,0.0,8.076312951743603e-10,1.622538547962904e-09,8.881784197001252e-16,0.0,4.735940035046497,0.0,4.735940035046497,1.7763568394002505e-15,1.7763568394002505e-15,0.0
run_00000323,0.7071067811865476,15.678010077812809,2.6457513110645907,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,323,7.099108423225033,2.9008915767745,0.0,0.0,36212.36798894405,36212.36798894276,7.099108423225284,2.9008915767745553,2.495781359357352e-13,5.595524044110789e-14,0.0,0.0,9.458744898438454e-11,6.402842700481415e-10,1.7763568394002505e-15,4.440892098500626e-16,4.198216846450728,0.0,4.198216846450728,8.881784197001252e-16,8.881784197001252e-16,0.0
run_00000324,0.7071067811865476,15.678010077812809,3.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,324,6.579319803378923,3.420680196620466,0.0,0.0,33019.61943183131,33019.6194318253,6.57931980337906,3.420680196620623,1.3677947663381929e-13,1.5587531265737198e-13,0.0,0.0,6.912159733474255e-10,1.3460521586239338e-09,0.0,8.881784197001252e-16,3.1586396067584386,0.0,3.1586396067584386,4.440892098500626e-16,4.440892098500626e-16,0.0
run_00000325,0.7071067811865476,15.678010077812809,3.3166247903554,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,325,5.244152367350676,4.7558476326493135,0.0,0.0,30734.74472789229,30734.74472789229,5.244152367350688,4.755847632649312,0.00011391808099573614,0.00011391808099573608,0.0,0.0,0.03552178541989579,0.03552178541989579,0.00011391808099573608,0.00011391808099573608,0.4883047347013764,0.0,0.4883047347013764,0.00022783616199147216,0.00022783616199147216,0.0
run_00000326,0.7071067811865476,15.678010077812809,3.605551275463989,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,326,5.000000000001677,4.999999999998323,0.0,0.0,30499.182624019264,30499.182624019264,5.000000000001559,4.999999999998441,1.1812772982011666e-13,1.1812772982011666e-13,0.0,0.0,8.840288501232862e-10,8.840288501232862e-10,0.0,0.0,3.1175062531474396e-12,0.0,3.1175062531474396e-12,0.0,0.0,0.0
run_00000327,0.7071067811865476,15.678010077812809,3.872983346207417,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,327,5.000000000000744,4.999999999999256,0.0,0.0,30353.600968813353,30353.600968813353,5.000000000000883,4.999999999999117,1.376676550535194e-13,1.376676550535194e-13,0.0,0.0,1.4224497135728598e-09,1.4224497135728598e-09,8.881784197001252e-16,8.881784197001252e-16,1.7639223415244487e-12,0.0,1.7639223415244487e-12,0.0,0.0,0.0
run_00000328,0.7071067811865476,15.678010077812809,4.123105625617661,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,328,5.000000000000605,4.999999999999395,0.0,0.0,30241.80095368828,30241.80095368828,5.000000000000659,4.999999999999341,5.417888360170764e-14,5.417888360170764e-14,0.0,0.0,1.3387762010097504e-09,1.3387762010097504e-09,0.0,0.0,1.3180567748349858e-12,0.0,1.3180567748349858e-12,0.0,0.0,0.0
run_00000329,0.7071067811865476,15.678010077812809,4.358898943540674,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,329,5.00000000000057,4.99999999999943,0.0,0.0,30153.24497747421,30153.24497747421,5.000000000000548,4.999999999999452,2.220446049250313e-14,2.220446049250313e-14,0.0,0.0,1.0913936421275139e-11,1.0913936421275139e-11,0.0,0.0,1.0960121699099545e-12,0.0,1.0960121699099545e-12,0.0,0.0,0.0
run_00000330,0.7071067811865476,15.678010077812809,4.58257569495584,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,330,5.0000000000005596,4.9999999999994404,0.0,0.0,30081.36586456706,30081.36586456706,5.000000000000482,4.999999999999518,7.815970093361102e-14,7.815970093361102e-14,0.0,0.0,6.948539521545172e-10,6.948539521545172e-10,8.881784197001252e-16,8.881784197001252e-16,9.627854069549358e-13,0.0,9.627854069549358e-13,0.0,0.0,0.0
run_00000331,0.7071067811865476,15.678010077812809,4.795831523312719,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,331,5.000000000000186,4.999999999999814,0.0,0.0,30021.85766412317,30021.85766412317,5.000000000000439,4.999999999999561,2.5224267119483557e-13,2.5224267119483557e-13,0.0,0.0,1.3096723705530167e-10,1.3096723705530167e-10,8.881784197001252e-16,8.881784197001252e-16,8.757439218243235e-13,0.0,8.757439218243235e-13,0.0,0.0,0.0
run_00000332,0.7071067811865476,15.678010077812809,5.0,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,332,5.000000000000184,4.999999999999816,0.0,0.0,29971.77946801689,29971.77946801689,5.000000000000407,4.999999999999593,2.220446049250313e-13,2.220446049250313e-13,0.0,0.0,1.204170985147357e-09,1.204170985147357e-09,8.881784197001252e-16,8.881784197001252e-16,8.117950756059145e-13,0.0,8.117950756059145e-13,0.0,0.0,0.0
run_00000333,0.7071067811865476,15.678010077812809,5.196152422706632,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,333,5.000000000000178,4.999999999999822,0.0,0.0,29929.054172642922,29929.054172642922,5.000000000000383,4.999999999999617,2.0516921495072893e-13,2.0516921495072893e-13,0.0,0.0,5.638867150992155e-10,5.638867150992155e-10,0.0,0.0,7.65609797781508e-13,0.0,7.65609797781508e-13,0.0,0.0,0.0
run_00000334,0.7071067811865476,15.678010077812809,5.385164807134504,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,334,5.000000000000176,4.999999999999824,0.0,0.0,29892.173007465895,29892.173007465895,5.000000000000364,4.999999999999636,1.8829382497642655e-13,1.8829382497642655e-13,0.0,0.0,9.094947017729282e-11,9.094947017729282e-11,0.0,0.0,7.283063041541027e-13,0.0,7.283063041541027e-13,0.0,0.0,0.0
run_00000335,0.7071067811865476,15.678010077812809,5.5677643628300215,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,335,5.000000000000175,4.999999999999825,0.0,0.0,29860.0135866346,29860.0135866346,5.00000000000035,4.99999999999965,1.7497114868092467e-13,1.7497114868092467e-13,0.0,0.0,8.840288501232862e-10,8.840288501232862e-10,0.0,0.0,6.998845947236987e-13,0.0,6.998845947236987e-13,0.0,0.0,0.0
run_00000336,0.7071067811865476,15.678010077812809,5.744562646538029,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,336,5.000000000000152,4.999999999999848,0.0,0.0,29831.723657415987,29831.723657415987,5.000000000000339,4.999999999999661,1.8562928971732617e-13,1.8562928971732617e-13,0.0,0.0,7.312337402254343e-10,7.312337402254343e-10,1.7763568394002505e-15,1.7763568394002505e-15,6.750155989720952e-13,0.0,6.750155989720952e-13,0.0,0.0,0.0
run_00000337,0.7071067811865476,15.678010077812809,5.916079783099616,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,337,5.000000000000152,4.999999999999848,0.0,0.0,29806.644440157528,29806.644440157528,5.000000000000329,4.999999999999671,1.758593271006248e-13,1.758593271006248e-13,0.0,0.0,6.621121428906918e-10,6.621121428906918e-10,8.881784197001252e-16,8.881784197001252e-16,6.554756737386924e-13,0.0,6.554756737386924e-13,0.0,0.0,0.0
run_00000338,0.7071067811865476,15.678010077812809,6.082762530298219,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,338,5.000000000000151,4.999999999999849,0.0,0.0,29784.258673243326,29784.258673243326,5.000000000000319,4.999999999999681,1.6786572132332367e-13,1.6786572132332367e-13,0.0,0.0,3.965396899729967e-10,3.965396899729967e-10,0.0,0.0,6.377121053446899e-13,0.0,6.377121053446899e-13,0.0,0.0,0.0
run_00000339,0.7071067811865476,15.678010077812809,6.244997998398398,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,339,5.000000000000149,4.999999999999851,0.0,0.0,29764.15454764872,29764.15454764872,5.000000000000311,4.999999999999689,1.6253665080512292e-13,1.6253665080512292e-13,0.0,0.0,1.4115357771515846e-09,1.4115357771515846e-09,8.881784197001252e-16,8.881784197001252e-16,6.235012506294879e-13,0.0,6.235012506294879e-13,0.0,0.0,0.0
run_00000340,0.7071067811865476,15.678010077812809,6.4031242374328485,1.4142135623730951,0.5,0.5,0.1,0,5.0,5.0,3.0,3.0,5.3,4.7,2.5,2.51,30000.0,30000.0,60000.0,60000.0,0.5,0.5,0.045,0.045,1,1,-2,-2,340,5.000000000000149,4.999999999999851,0.0,0.0,29746.000136355047,29746.000136355047,5.000000000000307,4.999999999999693,1.5631940186722204e-13,1.5631940186722204e-13,0.0,0.0,9.167706593871117e-10,9.167706593871117e-10,1.7763568394002505e-15,1.7763568394002505e-15,6.110667527536862e-13,0.0,6.110667527536862e-13,0.0,0.0,0.0
